Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,2853,An honour to meet so many dedicated aid workers here. This is Mitun from @BRACworld who’d recently attended training on child protection provided by @theIRC. Building up specialist refugee protection expertise within national NGOs is part of our work here. #aidworks #rohingya https://t.co/s2byExUBss,The total score is 0.,0,1,0,0
,2804,"Historically, refugee agencies have focused on meeting immediate relief needs. But what if we could do more? -John Barcanic #OneStepCloserWR","The total points are 0. Since there were no aggressive items identified in the text, the score is 0, regardless of aggression catalyzer scores.",0,1,0,1
,2448,"Home should never break you in two so wherever you go you are never whole; half of you remains where you left it, and the other half is rejected where you arrive- @JJ_Bola #TEDxExeter 2018 #Refugees #Poetry #SpokenWord https://t.co/lwxq5I2ePT https://t.co/ND0oy98WwF","Based on the information provided, the total points are 0 because no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified in the text.",0,1,0,1
,5786,Of course I invited you over to 'Hang Out' ....stupid bitches #WomenSuck,"Based on the identified categories in the text, the total points can be calculated as follows:

- AI categories: 
   - Aggressive Determiner/Noun Phrases: ""stupid bitches"" (1 point)
   - Controversial Content: ""#WomenSuck"" (1 point)

- AC categories:
   - Ironic Expressions: ""Of course I invited you over to 'Hang Out' "" (0.5 point)

So, the total points are 1 (Aggressive Determiner/Noun Phrases) + 1 (Controversial Content) + 0.5 (Ironic Expressions) = 2.5 points.",2,1,1,1
,5651,Last I checked men HAVE THE PENIS and women DON'T. I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights!,"Calculating the points based on the assignment rules shows that the total score is 3.5 points. Here's how it's calculated:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points
- Imperative Sentences: 0.5 points

Total Points: 4.5 points - 1 point(As multiple expressions within the same AI category count as one occurrence only) = 3.5 points.",2,1,2,1
,512,ILLEGAL ALIEN CRIMEIs rampant in the first Sanctuary State 'Oregon'!These statistic are outrageous and should be construed to be a close poll of US states.@SpeakerRyan #NoAmnesty #NoDACA #DeportThemAll #ProtectUSCitizens,"Total Points Calculation:

Aggressive Items (AI): 1 point for each of the four categories identified:
- Aggressive Determiner/Noun Phrases: 1
- Aggressive Verbal Phrases: 1
- Aggressive Adjective Phrases: 1
- Controversial Content: 1

Aggression Catalyzers (AC): 0.5 points for the identified category:
- Strong Expressions: 0.5

Adding these up, the calculated total points are 4.5.",2,1,2,1
,8485,Little brother just told me to fuck off and I'm a bitch.. well it's ya bday next week Hun I'm just gonna send ur present back lil cunt x👋🏻,"The total points based on the identified categories are calculated as follows:

AI Categories:
- Aggressive Verbal Phrases: 1 point
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Adjective Phrases: 0 point (not present in this text)
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0 point (not present in this text)

AC Categories:
- Aggressive Adverbial Phrases: 0.5 point
- Strong Expressions: 0.5 point
- Rhetorical Questions: 0 point (not present in this text)
- Imperative Sentences: 0.5 point
- Ironic Expressions: 0.5 point

Total points = (AI points) + (AC points) = (1+1+0+1+0) + (0.5+0.5+0+0.5+0.5) = 3 + 2 = 5 points.",2,1,2,1
,4607,The German Government Pays for 3 Week Vacation for Refugees to Go Home.  So despite claiming their lives would be... https://t.co/CHJe8row0V,"Based on the identified categories and the points assignment rules:

AI Categories:
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 point

The total score based on AI categories is 1.5 points. As no AC categories have been identified, there are no additional points added to the score. Therefore, the total score is 1.5 points.",2,1,0,0
,1242,#AdultEduMatters because it plays a key role in helping immigrants gain language skills and become economically successful.     From out friends at  Chicago City Literacy Coalition’s (CCLC). https://t.co/7mY64ThcEF,"The total points for this text are 0, as no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified.",0,1,0,1
,5754,"If you're a whore when you're drunk, you're always a whore #WhoresAtHeart #WomenSuck","The total points based on the identified categories is 2. This is because there are 2 AI categories identified, each contributing 1 point. There are no AC categories identified.",2,1,2,1
,4139,I vote for more checking at airports and before we allow immigrants into this country from certain areas of the... https://t.co/fqiclwGK64,"Total Points: 1 point

- AI Categories:
  - Controversial Content: 1 point

- AC Categories:
  - No significant Aggression Catalyzers found: 0 points.",2,1,2,1
,798,"A joint initiative of the @FAO, @EU_Commission and the County Government of #Turkana to boost #Kakuma refugees https://t.co/tVqWHP8pKT #WithRefugees @RCKDirector @UNHCR_Kenya @drckenya @tyrusmaina @Refugees @imaana102","The total points are 0. Since there are no Aggressive Items (AI) or Aggression Catalyzers (AC) identified, the base score is 0, regardless of any other factors.",0,1,0,1
,2615,"As we pray for the country's leadership as they debate about immigration this evening/this week, we can likewise... https://t.co/7vWMczuEaq",The total points based on the identified categories in the text is 0.,0,1,0,1
,8116,@HamBoskamp Let's laugh at the hurting women in the church. Our sisters in Christ. So funny!! Make fun of the hurting!! Hysterical!!,"Based on the points assignment rules, the total score would be 3.0 points. Here's the breakdown: 

Aggressive Items (AI):
- Aggressive Verbal Phrases: 1 point 
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points
- Ironic Expressions: 0.5 points
",2,1,2,1
,1723,"""A key reason why refugees tend to flourish is the grit and determination they forged in the face of extreme adversity and persecution."" -Tim Breene, CEO of @WorldRelief #WeWelcomeRefugees #StandForTheVulnerable #WorldRelief https://t.co/BZVtusFQkr","The total score is 0 points. This is because according to the points assignment rules, if no AI category is identified, the total score is 0, regardless of AC scores. Here, the text does not contain any aggressive items (AI) or aggression catalyzers (AC).",0,1,0,1
,4949,@DunneHavocMark @Beauty__Shot Oh nvm i didn't know omega & okada was in a pic together bitch fuck you slutbag whore cunt,"The total points based on the identified categories:

- Aggressive Items (AI):
   - Aggressive Determiner/Noun Phrases: None (0 points).
   - Aggressive Verbal Phrases: ""fuck you"" (1 point).
   - Aggressive Adjective Phrases: ""bitch"", ""slutbag"", ""whore"", ""cunt"" (1 point).
   - Controversial Content: The entire sentence is controversial due to the usage of explicit and offensive language (1 point).
   - Counter-Factual Expressions About People: None (0 points).

- Aggression Catalyzers (AC):
   - Aggressive Adverbial Phrases: None (0 points).
   - Strong Expressions: ""fuck you slutbag whore cunt"" (A strong expression with derogatory terms) (0.5 points).
   - Rhetorical Questions: None (0 points).
   - Imperative Sentences: None (0 points).
   - Ironic Expressions: None (0 points).

Adding these up, the total score is 1 (aggressive verbal phrases) + 1 (aggressive adjective phrases) + 1 (controversial content) + 0.5 (strong expressions) = 3.5 points.",2,1,2,1
,6013,@accioxpeter fuck you thats my fucking boy bitch ass cunt ready to fight,"Based on the identified categories and the point assignment rules: 

- Aggressive Items (AI): 
    - Aggressive Verbal Phrases: ""fuck you"" (1 point)
    - Aggressive Noun Phrases: ""bitch ass cunt"" (1 point)
    - Aggressive Determiner/Noun Phrases: ""my fucking boy"" (1 point)

- Aggression Catalyzers (AC): 
    - Strong Expressions: ""fuck you"", ""my fucking boy"", ""bitch ass cunt"" (These three expressions fall under the same category, so they count as one occurrence - 0.5 points)
    - Imperative Sentences: ""ready to fight"" (0.5 points)

Adding these points up, the total score is 4 points.",2,1,2,1
,1580,"Behold the future DACA America - unless we Man The F*ck Up and Deport the illegal aliens.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to MAN THE F*CK UP and save our girls.#NoDACA","Based on the categories identified and the given point assignment rules:

AI categories identified: 
1. Aggressive Determiner/Noun Phrases
2. Aggressive Verbal Phrases

AC categories identified: 
1. Aggressive Adverbial Phrases
2. Strong Expressions
3. Imperative Sentences

Each AI category identified gives 1 point, thus contributing a total of 2 points.
Each AC category identified gives 0.5 points. So, 3 categories identified contributes a total of 1.5 points.

The total score is the sum of AI and AC scores, so the total points based on the identified categories is 2 (AI) + 1.5 (AC) = 3.5 points.",2,1,2,1
,8007,y am i the nastiest skank bitch ever to live i wanna DIE,"Based on the identified categories in the text, the total point calculation would be:

AI categories:
- Aggressive Determiner/Noun Phrases: ""the nastiest skank bitch"" = 1 point
- Aggressive Verbal Phrases: ""i wanna DIE"" = 1 point
- Aggressive Adjective Phrases: ""nastiest"" = 1 point
- Controversial Content: None = 0 point
- Counter-Factual Expressions About People: None = 0 point

Total AI categories points = 1 + 1 + 1 = 3 points

AC categories: 
- Aggressive Adverbial Phrases: ""ever"" = 0.5 points
- Strong Expressions: ""i wanna DIE"", ""the nastiest skank bitch ever to live"" = 0.5 points
- Rhetorical Questions: ""y am i the nastiest skank bitch ever to live"" = 0.5 points
- Imperative Sentences: None = 0 points
- Ironic Expressions: None = 0 points

Total AC categories points = 0.5 + 0.5 + 0.5 = 1.5 points

Therefore, the overall total score is the sum of AI and AC total points = 3 (AI total points) + 1.5 (AC total points) = 4.5 points.",2,0,2,1
,544,"@TulpaOmega Yes, things need to be done with calm controlled minds, so irreparable mistakes won't be made. #BuildThatWall","The total points for AI categories are calculated as follows:

- Aggressive Determiner/Noun Phrases: 0 points (None identified)
- Aggressive Verbal Phrases: 0 points (None identified)
- Aggressive Adjective Phrases: 0 points (None identified)
- Controversial Content: 1 point (#BuildThatWall identified)
- Counter-Factual Expressions About People: 0 points (None identified)

Total AI points: 1 point

The total points for AC categories are calculated as follows:

- Aggressive Adverbial Phrases: 0 points (None identified)
- Strong Expressions: 0.5 points ('irreparable mistakes' identified)
- Rhetorical Questions: 0 points (None identified)
- Imperative Sentences: 0.5 points ('things need to be done with calm controlled minds' identified)
- Ironic Expressions: 0 points (None identified)

Total AC points: 1 point

Total points = AI points + AC points = 1 + 1 = 2 points.",2,1,2,1
,573,Eight Years of Obama's Weakness Toward Russia https://t.co/1FQX7kfmpf,"The total points based on the identified categories is 1 point, as there is one AI category identified (Aggressive Determiner/Noun Phrases) and no Aggression Catalyzers.",1,1,1,1
,1829,Reformed this what does it mean by reforming to bring red carpet for illegal immigrant to walk across the border https://t.co/8FuWa8AuCc,"Based on the identified categories and the points assignment rules, the calculation is as follows:

AI Categories:
- Controversial Content = 1 point

AC Categories:
- Rhetorical Questions = 0.5 points
- Strong Expressions = 0.5 points

Adding these up, the total score is 1 (for AI categories) + 0.5 (for AC Rhetorical Questions) + 0.5 (for AC Strong Expressions) = 2 points.",2,1,1,1
,4816,Bitch you stupid but you aint stupid stupid 😂😂😂 https://t.co/6VUtod81wI,"Based on the identified categories in the text, the total points can be calculated as follows:

- For Aggressive Items (AI): We have 3 categories identified (Aggressive Verbal Phrase, Aggressive Noun Phrase, and Aggressive Adjective Phrase). Each AI category contributes 1 point, so we get 3 * 1 = 3 points.

- For Aggression Catalyzers (AC): We have 2 categories identified (Ironic Expression and the potential controversial link). Each AC category contributes 0.5 points, so we get 2 * 0.5 = 1 point.

Adding these together, the total point for the given text is 3 (from AI) + 1 (from AC) = 4 points.",2,1,2,1
,3279,Is the U.S. preparing to house migrant kids on contaminated sites? https://t.co/APVxSPGc0U,"Based on the point assignment rules and identified categories:

- 1 point for the AI category (Controversial Content)
- 0.5 points for the AC category (Rhetorical Questions)

The total points would be 1.5.",2,1,0,1
,4164,"Germany’s Seehofer pushes migrant take-back deal with Italy, Greece @EURACTIV https://t.co/yoju81kQQ2. UK should be sending our asylum seekers back to where they first entered EU","Based on the identified categories:

Aggressive Items (AI): 1 point
Aggression Catalyzers (AC): 0.5 points

The total points for the text would be 1.5 points.",2,1,1,1
,3029,"Presidential determination for the number of refugees that COULD be admitted to the US in coming fiscal year ""due Sept. 30""? via @refugeewatcher @POTUS #NOMORERefugees #NOmoreSomaliRefugees @RepTomEmmer Where the heck r u??","Given the points assignment rules and identified categories in the text, the total points can be calculated as follows:

AI Categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Controversial Content: 1 point

AC Categories:
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0.5 points

Total points for the text = AI Categories Points + AC Categories Points = 1 + 1 + 0.5 + 0.5 = 3 points.",2,1,1,1
,7254,When you finally find yourself a sugar daddy and all your dreams come true https://t.co/EJSEjEHvfp,"The total points are 0. Since there are no Aggressive Items (AI) or Aggression Catalyzers (AC) identified in the text, the total score is 0, regardless of any other category scores.",0,1,2,1
,4638,Tell @AmnestySlovenia to stop slandering courageous guards who protect nation from aggressive male migrants from violent cultures. Mainstream Europe must “push back” open-border extremists who try to hold nation states hostage to their Multicult Manifesto.#visegrad #Slovenia https://t.co/URMUekcgsU,"Total AI point: 4 (1 for each category identified)
Total AC point: 1 (0.5 for each category identified)

Total point = AI points + AC points = 4 + 1 = 5 points.",2,1,2,1
,7741,I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about,"The total points are 3, since there are three different identified categories in the Aggressive Items (AI) and no Aggression Catalyzers (AC) which would be added to the score.",2,0,2,1
,8992,This is horrifying. So many women have suffered from rape/ abuse at the hands of men who are never held accountable… https://t.co/qJ4SB7KwJi,"Based on the points assignment rules outlined and using only the categories that were identified:

- AI categories: 
   - Aggressive Determiner/Noun Phrases: 1 point
   - Aggressive Verbal Phrases: 1 point
   - Aggressive Adjective Phrases: 1 point
   
- AC categories: 
   - Strong Expressions: 0.5 points

The total points based on the identified categories in the text are therefore 3.5 points.",2,1,2,1
,5146,Ima end up fighting this bitch fr !! You getting on my nerves lil hoe !!,"Based on the identified categories in the text and the points assignment rules, the total points calculation is as follows:

- AI categories: 2 categories identified (Aggressive Verbal Phrases and Aggressive Determiner/Noun Phrases) => 2*1 point = 2 points
- AC categories: 1 category identified (Strong Expressions) => 1*0.5 point = 0.5 points

Total points = AI points + AC points = 2 + 0.5 = 2.5 points.",2,1,2,1
,4051,PM BabiÅ¡: Czech republic not to accept any illegal migrants https://t.co/Uj0FYX7z44,The total score is 0.,0,1,1,1
,7068,"@b00berella what does the word 'Parody', clearly stated in the bio, mean to you?","As there were no Aggressive Items (AI) identified in the text, the total score is 0, regardless of the Aggression Catalyzers (AC) present.",0,1,0,1
,421,"‘žMoscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees won’t go home &amp; there may be more of them arriving” https://t.co/l6WSTTepxT","Based on the points assignment rules and the identified categories in the text:

AI Categories: 
- 1 point for each identified category
- There are 3 identified categories (Aggressive Verbal Phrases, Aggressive Determiner/Noun Phrases, and Controversial Content)
- Total AI categories points: 3 * 1 = 3 points

AC Categories:
- 0.5 points for each identified category
- There are 2 identified categories (Strong Expressions and Aggressive Adverbial Phrases)
- Total AC categories points: 2 * 0.5 = 1 point

So, the total points is 3 (AI categories) + 1 (AC Categories) = 4 points.",2,1,2,1
,717,The difference is any other legal immigrant has already become citizens and are assimilating into society!! Not trying to over throw the current legal system! https://t.co/FUsfJyNZCi,"The total points would be 2.0 points based on the identified categories and the points assignment rules.

Here's a breakdown of how the points are allocated:
- AI Categories: 1 point for 1 identified category (""Aggressive Verbal Phrases"").
- AC Categories: 0.5 points each for 2 identified categories (""Strong Expressions"" and ""Controversial Content""), which total to 1 point.

So, 1 (AI Categories) + 1 (AC Categories) = 2.0 points.",2,1,2,1
,2168,Report: More than half of immigrants on welfare https://t.co/21Nk5xdJRt,"The total score is 1 point, which is for the identified ""Controversial Content"" under the Aggressive Item (AI) category. The rest of the categories were not identified in the text.",1,1,2,0
,5440,hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.,"Since we have identified 4 categories under AI, that gives us 4 points. Under AC, we have identified 3 categories leading to 1.5 points. 

Therefore, the total score is 4 (from AI) + 1.5 (from AC) = 5.5 points.",2,1,2,1
,952,"@alwaystheself, author of RESURRECTING SLAVERY, will be a guest panelist on @ThirteenWNET's @MetroFocus tonight to talk about #race and #Immigration. Check area listings to watch! https://t.co/alfbY8bMuY https://t.co/UaKjnS4R5L","The total points is 0. The text doesn't contain any identifiable instances of Aggressive Items (AI) or Aggression Catalyzers (AC), which are the categories that contribute to the point total.",0,1,0,0
,7483,Pro Tip- All girls like being told they're good girls,"The total points will be 0, as no Aggressive Items (AI) or Aggression Catalyzers (AC) have been identified.",0,1,1,1
,3506,"RT @amnestyusa: Some are building a taller wall. But here at Amnesty International, we are building a #LongerTable for refugees. Learn about how you can get involved: https://t.co/AjLdeRoOyc https://t.co/nRBj0nphEv",The total points based on the categories identified in the text is 0.,0,1,1,1
,7044,@Just__JoJo the worst! thanks so much for your support. #MaleDominance,"Total points: 0

Since there were no Aggressive Items identified in the text, the total score is 0, regardless of the presence of two items in the Aggression Catalyzers category.",0,1,1,1
,751,CA - well now. Then your votes wont count if you allow illegal aliens to vote. THAT IS AN AMERICAN PRIVILEGE!! #BuildThatWall,"Based on the points assignment rules, we have:

AI categories : 
- Aggressive Verbal Phrases: ""your votes wont count""
- Aggressive Noun Phrase: ""illegal aliens""
- Controversial Content: Overall sentiment towards illegal immigrants and their potential voting rights

Each of these AI categories gets 1 point, so a total of 3 points for AI categories.

AC categories:
- Strong Expressions: ""THAT IS AN AMERICAN PRIVILEGE!!""
- Imperative Sentences: ""#BuildThatWall""

Each of these AC categories gets 0.5 points, so a total of 1 point for AC categories.

Therefore, the total points:Addition of AI categories and AC categories is 4 points (3 AI points + 1 AC point = 4).",2,1,2,1
,6272,Nelly should beware of other woman now trying to accuse him for rape .. Ladies after this lady because if one does it others will try it too,"Based on the points assignment rules and identified categories in the text, the total score is 2 points: 1 point for Aggressive Verbal Phrases and 1 point for Controversial Content. No points are assigned for Aggression Catalyzers as none were identified in the text.",2,1,2,1
,929,Sheriff: Suspect in shooting of Humboldt County deputy previously deported #NoAmnesty #EndChainMigration#KeepAmericansSafe#EnforceUSLaws,"Based on the points assignment rules and the identified categories in the text:

Aggressive Items (AI): 
There are two categories identified - Aggressive Noun Phrases, and Controversial Content. Hence, the total points for AI would be 1 (for Aggressive Noun Phrases) + 1 (for Controversial Content) = 2 points.

Aggression Catalysers (AC): 
One category, Strong Expressions, is identified. So, it will contribute 0.5 points.

Therefore, the total points would be 2 (AI) + 0.5 (AC) = 2.5 points.",2,1,1,1
,2190,17-year-old charged in killing of teenager in Annapolis linked to MS-13 #NoAmnesty #NoDACA #DeportThemAll @SpeakerRyan @GOPLeader these are not anomalies this is becoming the norm.Immigration reform does not entail giving a free pass!,"Based on the points assignment rules and the categories identified, the total points are as follows:

- AI categories: 1 point for each of the 4 categories identified (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, and Controversial Content) and 0.5 points for one Counter-Factual Expression. So, 4*1 + 0.5 = 4.5 points.
- AC categories: 0.5 points for each of the 2 categories identified (Strong Expressions and Imperative Sentences). So, 2*0.5 = 1 point.

Therefore, the total points for the text are 4.5 (AI categories) + 1 (AC categories) = 5.5 points.",2,1,2,1
,1884,"OMG. If i was an immigrant or person of color, Id HATE to live in Kansas if  immigrant zealot Kris Kobach is elected givernor. He can only deprive Kansans of the right to vote. https://t.co/la0idLc3Un via @HuffPostPol","Based on the defined Points Assignment Rules, here is how the points will be calculated:

Aggressive Items (AI)
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 point

Total AI points = 1+1+1+0.5 = 3.5 points

Aggression Catalyzers (AC)
- Strong Expressions: 0.5 point
- Ironic Expressions: 0.5 point

Total AC points = 0.5+0.5 = 1 point

Total Points = Total AI points + Total AC points = 3.5 + 1 = 4.5 points.",2,1,2,1
,4861,"People in airport bars always wanna tell you their life stories... STFU Bill, IDGAF about your stupid daughter and whore wife","Based on the identified categories and the points assignment rules, the total score should be:

- Aggressive verbal phrase: 1 point 
- Aggressive adjective phrase: 1 point 
- Strong expressions: 0.5 points 
- Ironic expressions: 0.5 points 

Therefore, the total score amounts to 3 points.",2,1,2,1
,6134,@Raufers @NadiaR_LY lol. you selfish terrorist kunt should be boiled alive. Maybe lynched by neonazis. Would serve you right.,"Based on the identified categories and points assignment rules:

- Aggressive Items (AI): 4 categories present (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, and Controversial Content). So, 4*1 = 4 points.

- Aggression Catalyzers (AC): Just one category present (Strong Expressions). So, 1*0.5 = 0.5 points.

The total score is therefore: 4 (AI) + 0.5 (AC) = 4.5 points.",2,1,1,1
,6190,I never understood why anybody waits to say they got raped smh rape me bitch I’m snitching soon as you leave fuck boy,"The total points would be:

- For Aggressive Items (AI):
  - Aggressive Verbal Phrases: 1 point
  - Controversial Content: 1 point

- For Aggression Catalyzers (AC):
  - Strong Expressions: 0.5 points
  - Rhetorical Questions: 0.5 points
  - Ironic Expressions: 0.5 points

Adding up these scores, the total points would be 3.5 points.",2,1,2,1
,3057,I am an immigrant. I live with my 2 children. I am a 38 year old female. I live in Rep. Steve King's state. #ImmigrantsAreUS,"According to the provided information about the categories and the rules for assigning points, the total score is 0. This is because neither AI nor AC categories were identified in the text.",0,0,2,1
,6921,Wild how amazed Spanish folk get when you eat 2 mains and a dessert by yourself yet back home you'd just get called a fat kunt,"Total points calculated:

- 1 point for the Aggressive Adjective Phrase category from the AI categories.

Plus,

- 0.5 points for the Strong Expressions category from the AC categories.
- 0.5 points for the Ironic Expressions category from the AC categories.

We add all these points:

1 (AI) + 0.5 (AC: Strong Expressions) + 0.5 (AC: Ironic Expressions) = 2 points in total.",2,1,1,1
,5238,Call me daddy while you're choking on my cock,"Based on the categories identified, the points would be calculated as follows:

- AI Categories:
  - Aggressive Verbal Phrases: 1 point
  - Counter-Factual Expressions About People: 0.5 point

Subtotal for AI categories: 1.5 points

- AC Categories:
  - Strong Expressions: 0.5 point
  - Imperative Sentences: 0.5 point

Subtotal for AC categories: 1 point

Total points = subtotal for AI categories + subtotal for AC categories

Total points = 1.5 points (from AI categories) + 1 point (from AC categories) = 2.5 points
",2,1,1,1
,6323,"Let me show and prove it what these hoes ain’t doing, let a real bitch do it 😛","The total points are calculated as follows:

- AI categories: 
   - Aggressive Determiner/Noun Phrases: 1 point
   - Aggressive Verbal Phrases: 1 point
- AC categories: 
   - Imperative Sentences: 0.5 points

Note: Multiple expressions within the same category only count one point. Adding these points together, the total score is 1 + 1 + 0.5 = 2.5 points.",2,0,2,1
,6446,"@jellsoval You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… https://t.co/UtFOtQ1C19","For AI categories, there are total of 5: 
1. Aggressive Determiner/Noun Phrases 
2. Aggressive Verbal Phrases 
3. Aggressive Adjective Phrases 
4. Controversial Content 
5. Counter-Factual Expressions About People (counts as 0.5 according to the rules)
So, AI score = 4.5 points

For AC categories, there is only 1: 
1. Strong Expressions 
No rhetorical questions, imperative sentences, or ironic expressions were found.
So, AC score = 0.5 points

So, the total score = AI score + AC score = 4.5 points + 0.5 points = 5 points.",2,1,2,1
,5474,"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch","Given the categories identified and the scoring rules, the total points would be calculated as follows:

AI Categories: 4 (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, Controversial Content) * 1 = 4 points

AC Categories: 2 (Strong Expressions, Imperative Sentences) * 0.5 = 1 point

So the total points are 4 (from AI categories) + 1 (from AC categories) = 5 points.",2,1,2,1
,7356,@Scouse_ma romance isn't dead,The total points based on the identified categories in the text is 0.,0,1,0,1
,8230,Hatin on me doesn't say shit about me but speaks volumes about you...,"Based on identified categories and point assignment rules:

- AI Categories:
Aggressive Verbal Phrases and Controversial Content are identified. Therefore, points from AI categories = 1 + 1 = 2

- AC Categories:
Strong Expressions is identified. Therefore, points from AC categories = 0.5

Total points = Points from AI categories + points from AC categories = 2 + 0.5 = 2.5",2,1,1,1
,4070,"The population of Africa grow rapidly. It would impossible to give them home in Europe. The refugees want only to go into socialwelfare countries, like Germany, Sweden and Austria. If EU open the borders soon for all, Europe will collapse. (end of Dublin) https://t.co/XZVObc3QhW","Based on the points assignment rules and the identified categories:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0 points (NA)

Aggression Catalyzers (AC):
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0 points (NA)
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points (NA)

Add up all the points: 1+1+1+1+0+0.5+0.5+0.5+0 = 5.5 points

So, the total points based on the identified categories in the text is 5.5 points.",2,1,2,1
,3502,"At this time, w-organized crime/returning jihadists, it’s a matter of national security.  #Italy #Salvini must ignore international social engineers/cultural Marxists.#V4 Italy Kurz others must challenge empty threats from UN-EU migration pimps. What can they really do about it? https://t.co/2fKTLDwCba","Based on the points assignment rules:

Aggressive Items (AI) categories: 
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC) categories: 
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points

Adding these up, the total score is 4 points.",2,1,2,1
,6328,@FlamingBot WHAT YOU SAY BITCH NIGGA HOE?,"Calculating the points:

Aggressive Items:
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers:
- Strong Expressions: 0.5 point
- Rhetorical Questions: 0.5 point
- Imperative Sentences: 0.5 point

Adding up the points:

1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Strong Expressions) + 0.5 (Rhetorical Questions) + 0.5 (Imperative Sentences) = 3.5 points

So, the total score is 3.5 points.",2,1,2,1
,4194,@liberal_party Polish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB,"Based on the identified categories and the points assignment rules:

- Aggressive Determiner/Noun Phrases: ""illegal immigrants"" = 1 point
- Controversial Content: ""Access to White people is not a human right"" = 1 point

There were no Aggression Catalyzers identified so no points are attributed in that category.

Therefore, the total points based on these categories is 2.",2,1,2,1
,5154,"@veeoneeye @whosalexander u got an underaged girl drunk so you could sleep with her, think that's rape","Based on the identified categories the total points will be:

- For Aggressive Items (AI):
   - Aggressive Verbal Phrases = 1 point
   - Controversial Content = 1 point

- For Aggression Catalyzers (AC):
   - Rhetorical Questions = 0.5 point

Add all those together: 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Rhetorical Questions) = 2.5 points total.",2,1,2,1
,2080,@ericuman @ggreenwald @gingerthomp1 How about holding parents responsible for breaking the law and endangering their children by illegally crossing the US border!  Catch and release is not a solution it's art of the US immigration problem!,"The total score based on the identified categories is 3.5 points. Here is the computation:

- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points
- Strong Expressions: 0.5 points

Total: 3.5 points",2,1,2,1
,6611,accusing a woman of lying about rape to get attention means you're trash,"The total points would be calculated as follows:

- Aggressive Items (AI): 
    - Aggressive Verbal Phrases: 1 point
    - Controversial Content: 1 point

- Aggression Catalyzers (AC): 
    - Strong Expressions: 0.5 points

Total points = (1+1+0.5) = 2.5 points.",2,1,2,1
,7585,When you let a squirter sit on your face https://t.co/TZY98mInQ4,"Since no Aggressive Items (AI) category is identified, according to the rules the total score is 0, regardless of AC scores.",0,1,2,1
